id,codigo,nome_empresa,cidade,bairro,estado,texto,telefones,atividades
216731,19307,Ednei Juliano Pinheiro dos Santos,Natal,Lagoa Nova,RN,"<p>Auto Tecno Funilaria e Pintura SERVI&Ccedil;O DE FUNILARIA E PINTURA SERVI&Ccedil;O DE PINTURA PARA AUTOM&Oacute;VEL SERVI&Ccedil;O DE REVITALIZA&Ccedil;&Atilde;O DE PINTURA SERVI&Ccedil;O DE POLIMENTO PARA AUTOM&Oacute;VEL OFICINA SERVICO DE PINTURA DE CARRO PINTURA DE CARRO NACIONAL PINTURA DE CARRO IMPORTADO POLIMENTO DE PINTURA DE CARRO SERVICO DE PINTURA AUTOMOTIVA SERVICO DE PINTURA PARA AUTOMOVEL REVITALIZACAO DE PINTURA AUTOMOTIVA REVITALIZACAO DE FAROL Rua Jaguarari Lagoa Nova RN</p>
",(84)9949-7297,Oficina
217590,20158,CARLOS JOSÃ DA SILVA,Natal,Dix Sept Rosado,RN,"<p>Assist&ecirc;ncia em equipamento eletr&ocirc;nico, recupera&ccedil;&atilde;o de placa eletr&ocirc;nica de maquina de lavar, conserto de tv lcd, conserto de som residencial, conserto de aparelho de dvd, conserto de geladeira, conserto de gelagua, conserto de som, conserto de monitor lcd, conserto de forno microondas, entrega em domic&iacute;lio, manuten&ccedil;&atilde;o de maquinas de lavar roupa, conserto de climatizador, adega eletr&ocirc;nica</p>
","(84)3223-3038,(84)9967-9281,(84)8803-3977",Entrega em domicÃ­lio
217669,100040,ROMA ROLAMENTOS LTDA,MossorÃ³,Centro,RN,"<p>Rolamento, retentores, anel passador, mancais, cruzetas, selo mec&acirc;nico.</p>
","(84)33142639,(84),(84)","Auto peÃ§as, Vendas de peÃ§as"
217934,100294,MADEIREIRA LOPES LTDA,MossorÃ³,AboliÃ§Ã£o,RN,"<p>Disp&otilde;e de madeira, port&atilde;o, esquadria, tijolo, areia, telha, cano, puxadores, material hidr&aacute;ulico, cimento. Com entrega &aacute; domic&iacute;lio em Mossor&oacute; e regi&atilde;o.</p>
",(84)33186120,Material de construÃ§Ã£o
219212,400165,Edinaldo Miranda Clemente,JoÃ£o Pessoa,Valentina Figueiredo,PB,"<p>Lanchonete, cachorro quente, sanduiches. Entrega em domic&iacute;lio. Forma de pagamento: &aacute; vista.</p>
",(83)32127634,"Lanchonete, Suco, Delivery, Sucos"
237727,20243,J.O Churrascaria e Petiscaria Eireli,Natal,Tirol,RN,"<p>Churrascaria, Bar e Restaurante. Faz transmi&ccedil;&atilde;o dos Jogos S&eacute;rie A e B. Entrega em domic&iacute;lio</p>
","(84)3212-1042,(84)8887-2913,(84)9617-6696","Bar e restaurante, Entrega em domicÃ­lio, Restaurante, Delivery, Suco, Bebida, Bebidas, Restaurants, Sucos, Bar, Asinha"
238004,20469,Andreza Karla da Silva Cruz,Natal,Dix Sept Rosado,RN,"<p>Caixa de marcha, pe&ccedil;as novas e usadas, servi&ccedil;o em caixa de marcha, mec&acirc;nica oficina de carro, pe&ccedil;as e servi&ccedil;os. Or&ccedil;amento sem compromisso</p>

<p>CTI das Caixas de Marcha venda e conserto manuten&ccedil;&atilde;o de caixa de marcha c&acirc;mbio manual adapta&ccedil;&atilde;o c&acirc;mbio autom&aacute;tico para manual e mec&acirc;nico para carros ve&iacute;culos autom&oacute;vel autom&oacute;veis nacionais e importados adapta&ccedil;&atilde;o conserto de c&acirc;mbio autom&aacute;tico para manual mec&acirc;nica mec&acirc;nico manuten&ccedil;&atilde;o conserto troca de caixa de marcha troca de embalagem conserto de lavanca da marcha troca de &oacute;leo da caixa de marcha para carro ve&iacute;culo autom&oacute;vel nacional e importado PE&Ccedil;A PARA CAIXA DE MARCHA CONSERTO DE CAIXA DE MARCHA MEC&Acirc;NICA B&Aacute;SICA Oficina AUTO PE&Ccedil;AS SERVI&Ccedil;O DE C&Acirc;MBIO AUTOM&Aacute;TICO PE&Ccedil;A PARA C&Acirc;MBIO AUTOM&Aacute;TICO Oficina de Caixa de Marcha PECAS E SERVICOS AUTOMOTIVOS AUTOMOTIVO CONSERTO DE CAMBIO AUTOMATICO OFICINA MECANICA Avenida Coronel Estevam Dix-Sept Dixsept Dix Sept Rosado Natal RN</p>
",(84)3213-7779,"Oficina, Auto peÃ§as, Vendas de peÃ§as"
238315,20637,Lindeilson da Cunha AraÃºjo ME,SÃ£o GonÃ§alo do Amarante,Amarante,RN,"<p>Sorveteria Tradi&ccedil;&atilde;o Sorvete PICOL&Eacute; Sorveteria ENTREGA EM DOMIC&Iacute;LIO DISTRIBUIDOR DE A&Ccedil;A&Iacute; distribuidora de a&ccedil;a&iacute; DISTRIBUIDOR DE PICOL&Eacute; DISTRIBUIDOR DE GELO Picol&eacute; cremoso CREMOSINN DISTRIBUIDORA DE SORVETE CREMOSINN DISTRIBUIDORA DE PICOL&Eacute; CREMOSINN GELO DISTRIBUIDOR DISTRIBUIDORA DE PICOLE FABRICA FABRICA&Ccedil;&Atilde;O DE PICOLE DISK ENTREGA DE SORVETE DELIVERY DE SORVETES Rua da Floresta Amarante Natal RN</p>
","(84)3214-2594,(84)9918-2262,(84)8710-1005","Entrega em domicÃ­lio, Delivery"
238568,20764,Antonio H D de Medeiros Me,Natal,CandelÃ¡ria,RN,"<p>Dep&oacute;sito de bebidas em geral, &aacute;gua e g&aacute;s</p>
","(84)3206-3244,(84)3206-6386,(84)3091-0985","Bebida, Delivery, Entrega em domicÃ­lio, Bebidas"
238973,21022,Comercial de Alimentos LTDA,Parnamirim,,RN,"<p>3645-5740</p>

<p>99447-1836</p>

<p><span style=""font-size:14px""><strong>GNC Comercial De Alimentos LTDA</strong> est&aacute; localizada em&nbsp;<strong>Parnamirim</strong> e trabalha como <strong>distribuidor de alimentos, material de limpeza, bebidas e higiene pessoal.&nbsp;</strong>A empresa encontra-se dispon&iacute;vel em todas as nossas m&iacute;dias de divulga&ccedil;&atilde;o.</span></p>
","(84)3272-1238,(84)3272-5081,(84)3645-5740","Bebida, Delivery, Bebidas"
239172,21148,Marcio Sergio de Oliveira,Natal,Dix Sept Rosado,RN,"<p>Servi&ccedil;o especializado, caixa de marcha, caixa de refor&ccedil;o, caixa de marcha nacionais e importadas, linha leve, linha pesada, linha de utilit&aacute;rios, pe&ccedil;as e servi&ccedil;os em caixa de marcha, cambio mec&acirc;nico</p>

<p>Mario Caixa de Marcha venda de caixa de marcha servi&ccedil;o de conserto recondiciona caixa de marcha controle troca de &oacute;leo e pe&ccedil;as acess&oacute;rios para caixa de marcha OFICINA MECANICA PECAS E SERVICOS AUTOMOTIVOS AUTO PECAS em Dix Sept DixSept Dix-Sept Rosado Travessa Floresta Natal RN</p>
",(84)8855-3436,"Oficina, Auto peÃ§as, Vendas de peÃ§as"
239255,21204,F. de A. Bezerra Auto PeÃ§a,Natal,NeÃ³polis,RN,"<p>Auto Pe&ccedil;as ,Servico Mecanico Em Geral ,Correia Dentada ,Troca De Oleo ,Bateria ,Suspensao ,Freio ,Peca Para Cai,A De Marcha ,Peca Embreagem ,Peca Motor ,Servico De Descarbonizacao ,Cabecote ,Peca Para Veiculo Nacional ,Peca Amortecedor ,Peca Rolamento, pe&ccedil;as para veiculos nacionais</p>

<p>Oficina do Cabe&ccedil;a e Auto Pe&ccedil;a Troca de &Oacute;leo CORREIA DENTADA BATERIA AUTO PE&Ccedil;AS SERVI&Ccedil;O MEC&Acirc;NICO EM GERAL SUSPENS&Atilde;O FREIO PE&Ccedil;A PARA CAIXA DE MARCHA PE&Ccedil;A EMBREAGEM PE&Ccedil;A MOTOR SERVI&Ccedil;O DE DESCARBONIZA&Ccedil;&Atilde;O CABE&Ccedil;OTE PE&Ccedil;A PARA VE&Iacute;CULO NACIONAL Amortecedor PE&Ccedil;A ROLAMENTO BATERIA DE CARRO BATERIA AUTOMOTIVA VENDA DE BATERIA AUTOMOTIVA TROCA DE BATERIA AUTOMOTIVA OFICINA MECANICA PECAS E SERVICOS AUTOMOTIVOS AUTO PECAS PARA CARROS NACIONAIS ve&iacute;culos autom&oacute;veis nacionais Avenida das Alagoas Ne&oacute;polis Natal RN</p>
",(84)3207-7414,"Auto peÃ§as, Oficina, Vendas de peÃ§as"
239666,21561,Panificadora ImpÃ©rio do PÃ£o Ltda,Natal,PajuÃ§ara,RN,"<p>panificadora ,padaria ,loja de conveni&ecirc;ncia ,kit festa ,bolo ,torta ,tapioca ,cafe da manha ,jantar ,suco natural ,vitamina ,bebida ,</p>
","(84)3663-1282,(84)8894-3014,(84)9970-0286","Suco, Bebida, Lanchonete, Restaurante, Self service, Bebidas, Restaurants, Sucos, Delivery, Asinha"
239672,20150,Central do Alinhamento Truck Center Ltda,Parnamirim,Monte Castelo,RN,"<p>OFICINA Central do Alinhamento SERVI&Ccedil;O DE SUSPENS&Atilde;O SERVI&Ccedil;O DE ALINHAMENTO E BALANCEAMENTO&nbsp;SERVI&Ccedil;O DE DESEMPENO DE EIXOS TRASEIROS Alinhamento e balanceamento em caminh&otilde;es Alinhamento e balanceamento em vans Alinhamento e balanceamento em &ocirc;nibus Alinhamento e balanceamento em caminhonetes Alinhamento e balanceamento em micro &ocirc;nibus Alinhamento e balanceamento em carretas Embuchamento de manga de eixo Avenida Brigadeiro Armando Figueira Trompowsky Monte Castelo Parnamirim RN</p>
","(84)3644-3787,(84)8736-0937",Oficina
239697,21586,AntÃ´nio de PÃ¡dua,Parnamirim,Monte Castelo,RN,"peÃ§as em geral  ,conserto de direÃ§Ã£o hidrÃ¡ulica  ,conserto de tacÃ³grafo  ,bomba  ,conserto de bico injetor  , ","(84)3223-2684,(84)9984-2609,(84)8708-9927",Auto peÃ§as
252797,25712,Cynthia Thalyta da Costa Gomes 08034659479,Natal,Dix Sept Rosado,RN,"<p>Patrick Retrovisor auto pe&ccedil;as servi&ccedil;os conserto de retrovisor &nbsp;revitaliza&ccedil;&atilde;o polimento de farol far&oacute;is acess&oacute;rios porta automotiva autom&oacute;vel carro ve&iacute;culo trava el&eacute;trica vidro el&eacute;trico &nbsp;aplica&ccedil;&atilde;o de pel&iacute;culas lanternas para autom&oacute;veis carro ve&iacute;culo equipadora &nbsp;bloqueador alarmes lentes para retrovisores nacionais e importadas lampadas super branca e normais farol m&aacute;scara negra Avenida Coronel Estevam Dix-Sept Dix Sept Rosado Natal RN</p>
",(84)98760-0649,"Auto peÃ§as, Vendas de peÃ§as"
261098,26793,Micarlos Teixeira da Silva,Natal,Felipe CamarÃ£o,RN,"<p>Servi&ccedil;os hidr&aacute;ulicos e pneum&aacute;ticos</p>
","(84)9907-6301,(84)9101-6958,(84)3605-8640",Oficina
